file,line,rule,context,original,replacement
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,20,phaseD_smart_close,"need a surgeon.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,21,phaseD_smart_open,"""There are alway","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,21,phaseD_smart_close,"need a surgeon."" Aldric's voice","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,21,phaseD_smart_open,"is own answer. ""But there's onl","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,21,phaseD_smart_close,"d like to stop.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,22,phaseD_smart_open,"pened one eye. ""He'll do,"" she ","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,22,phaseD_smart_close,"eye. ""He'll do,"" she said to Ca","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,24,phaseD_smart_open,"""That's high pra","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,24,phaseD_smart_close,"raise from her,"" Caelin said. ""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,24,phaseD_smart_open,""" Caelin said. ""Accept it and m","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-4.txt,24,phaseD_smart_close,"anges her mind.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,4,phaseD_smart_open,"lmost a rumor. ""Thornik would'v","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,4,phaseD_smart_close,"'ve loved this,"" she said, soft","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,5,phaseD_smart_open,"""Yeah,"" Caelin s","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,5,phaseD_smart_close,"""Yeah,"" Caelin said.","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,8,phaseD_smart_open,"""Still works,"" V","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,8,phaseD_smart_close,"""Still works,"" Vex said. ""A l","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,8,phaseD_smart_open,"ks,"" Vex said. ""A little.""","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,8,phaseD_smart_close,"aid. ""A little.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,9,phaseD_smart_open,"""Enough,"" Caelin","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,9,phaseD_smart_close,"""Enough,"" Caelin said.","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,18,phaseD_smart_open,"is expression. ""You're doing th","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,18,phaseD_smart_close,"doing the math,"" she said.","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,19,phaseD_smart_open,"""What math?""","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,19,phaseD_smart_close,"""What math?""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,20,phaseD_smart_open,"""The math of who","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,20,phaseD_smart_close,"nobody notices.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,21,phaseD_smart_open,"""Does it help to","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,21,phaseD_smart_close,"help to notice?""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,22,phaseD_smart_open,"""No. But I notic","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,22,phaseD_smart_close,"ational hazard."" She pulled her","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,22,phaseD_smart_open," her shoulder. ""Stop counting w","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,22,phaseD_smart_close,"nts to eat him.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,23,phaseD_smart_open,"""Inspiring speec","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,23,phaseD_smart_close,"spiring speech.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,24,phaseD_smart_open,"""I'm not trying ","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-5.txt,24,phaseD_smart_close,"e we get there.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,3,phaseD_smart_open,"""Wake,"" he said,","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,3,phaseD_smart_close,"""Wake,"" he said, alrea","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,5,phaseD_smart_open,"""What is that?"" ","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,5,phaseD_smart_close,"""What is that?"" Vex whispered.","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,6,phaseD_smart_open,"""Depthspire,"" Ca","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,6,phaseD_smart_close,"""Depthspire,"" Caelin said, c","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,6,phaseD_smart_open,"finding north. ""Something opene","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,6,phaseD_smart_close,"ned. Or closed.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,7,phaseD_smart_open,"""Doors,"" Durgan ","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,7,phaseD_smart_close,"""Doors,"" Durgan said, h","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,7,phaseD_smart_open,"looking at it. ""You can hear th","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,7,phaseD_smart_close,"when you can't.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,9,phaseD_smart_open,"""I've seen that ","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,9,phaseD_smart_close,"ht once before,"" he said finall","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,9,phaseD_smart_open," said finally. ""Two years ago, ","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,9,phaseD_smart_close,"re Veln's Post."" His voice was ","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,9,phaseD_smart_open,"renegotiating. ""It wasn't a war","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,9,phaseD_smart_close,"r came through.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,14,phaseD_smart_open,"""Two days' grace","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,14,phaseD_smart_close,"wo days' grace,"" Caelin said un","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,16,phaseD_smart_open,"""Forest track or","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,16,phaseD_smart_close," Merchant Road?"" she asked inst","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,17,phaseD_smart_open,"""Forest,"" Caelin","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,17,phaseD_smart_close,"""Forest,"" Caelin said. ""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,17,phaseD_smart_open,""" Caelin said. ""Humans on the r","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,17,phaseD_smart_close," hate ironwood.""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,18,phaseD_smart_open,"""Scouts hate war","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,18,phaseD_smart_close,"uts hate wards,"" Durgan added, ","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,19,phaseD_smart_open,"""Then forest,"" V","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,19,phaseD_smart_close,"""Then forest,"" Vex decided. ""","""","”"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,19,phaseD_smart_open,""" Vex decided. ""We thread the o","""","“"
data/acts/dragons-last-breath/chapter-11-road-to-the-plateau/act-6.txt,19,phaseD_smart_close,"ad the old way.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,2,rule1_contraction,"hting the scale�s invasion whi","e�s","e’s"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,2,rule1_contraction,"sions he couldn�t hold. Even a","n�t","n’t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,2,rule2_emdash_words,"n was his pulse�the scale burn","e�t","e—t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,2,rule1_contraction,"he bonding hadn�t been clean; ","n�t","n’t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,2,rule1_contraction," inside out. He�d burned so ho","e�d","e’d"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,4,rule2_emdash_words,"ents had spread�not just towar","d�n","d—n"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule6_opening_quote,"�You look less ","�Y","“Y"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule5_closing_quote," on fire today,� Vex said from",",� ",",” "
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule1_contraction," inn where they�d taken shelte","y�d","y’d"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule1_contraction,". Her eyes didn�t match�one go","n�t","n’t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule2_emdash_words,"es didn�t match�one gold-hazel","h�o","h—o"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule2_emdash_words," one storm-grey�the only inher","y�t","y—t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule1_contraction,"om a mother who�d spent her li","o�d","o’d"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule1_contraction," magic she wasn�t supposed to ","n�t","n’t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule6_opening_quote,"osed to touch. �Improvement or"," �I"," “I"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,6,rule5_closing_quote,"or just denial?�.  She held a ","?�.","?”."
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,7,phaseD_smart_open,"""A little."" The ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,7,phaseD_smart_close,"""A little."" The truth came","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,7,phaseD_smart_open,"ind had tried. ""Different now. ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,7,phaseD_smart_close,"like... weight.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,8,phaseD_smart_open,"""The veins are s","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,8,phaseD_smart_close," are spreading."" Not a question","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,9,rule2_emdash_words,"e's raised edge�a small, stupi","e�a","e—a"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,10,rule1_contraction,"He�d tested it th","e�d","e’d"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,10,rule2_emdash_words,"of stubbornness�wrapped it, br","s�w","s—w"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,10,rule2_emdash_words,"Metal was worse�the scale had ","e�t","e—t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,11,phaseD_smart_open,"""Right,"" Vex sai","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,11,phaseD_smart_close,"""Right,"" Vex said, watc","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,11,phaseD_smart_open," ride back up. ""Not ominous at ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,11,phaseD_smart_close,"ominous at all.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,12,rule2_emdash_words,"ded him the cup�broth made fro","p�b","p—b"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,12,phaseD_smart_open," hot and real. ""Drink. You need","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,12,phaseD_smart_close,"nts to drag us.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,13,phaseA_debris_stripped,"h. ""You stayed.""�You didn�t have","""�",""""
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,13,rule2_emdash_words,"d like survival�not good, but ","l�n","l—n"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,13,rule1_contraction,"tayed.""You didn�t have to,� he","n�t","n’t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,13,rule5_closing_quote,"didn�t have to,� he said, surp",",� ",",” "
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,13,phaseD_smart_open,"t good enough. ""You stayed.""You","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,13,phaseD_smart_close,"h. ""You stayed.""You didn’t have","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,14,rule2_emdash_words,"c in your sleep�which was deep","p�w","p—w"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,14,phaseD_smart_open,"""Investment prot","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,14,phaseD_smart_close,"ent protection."" She settled ag","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,14,phaseD_smart_open,"scarred hands. ""Spent three day","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,14,phaseD_smart_close,"et you die now.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,15,rule2_emdash_words,"enough to truth�she had stayed","h�s","h—s"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,16,phaseD_smart_open,"""The dreams,"" he","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,16,phaseD_smart_close,"""The dreams,"" he said. ""What","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,16,phaseD_smart_open,"ams,"" he said. ""What did I say?","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,16,phaseD_smart_close,"What did I say?""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseA_debris_stripped,"""And that thing�"" a gesture at h","�""",""""
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseA_debris_stripped,"ure at his arm ""�lit up the whol","""�",""""
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseD_smart_open,"""Nothing I could","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseD_smart_close,"with authority."" Her mismatched","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseD_smart_open,"s studied him. ""And that thing""","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseD_smart_close,"""And that thing"" a gesture at h","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseD_smart_open,"ure at his arm ""lit up the whol","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,17,phaseD_smart_close,"m a light show.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,20,phaseD_smart_open,"""We should go ba","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,20,phaseD_smart_close,"should go back,"" Caelin said, p","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,20,phaseD_smart_open,"sted but held. ""To the crater. ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,20,phaseD_smart_close,"ith clear eyes.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,21,phaseD_smart_open,"""Already scouted","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,21,phaseD_smart_close,"outed it twice."" But Vex stood ","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,21,phaseD_smart_open,"rs from habit. ""Nothing's chang","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,21,phaseD_smart_close,"nto modern art.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,22,phaseD_smart_open,"""I need to see i","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,22,phaseD_smart_close," see it anyway.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,23,phaseD_smart_open,"She shrugged. ""Your funeral. O","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,23,phaseD_smart_close," following you.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,24,rule2_emdash_words," elegance to it�the way catast","t�t","t—t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,25,rule2_emdash_words,"wer than before�half the survi","e�h","e—h"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,28,phaseD_smart_open,"""They're afraid,","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,28,phaseD_smart_close,"They're afraid,"" Vex murmured.","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,29,phaseD_smart_open,"""I saved a child","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,29,phaseD_smart_close,"d a child here.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseA_debris_stripped,"nderstand. That�"" a subtle gestu","�""",""""
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseA_debris_stripped,"subtle gesture ""�they definitely","""�",""""
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseD_smart_open,"""You did. Then y","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseD_smart_close,"e back changed."" She kept her v","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseD_smart_open,"her voice low. ""People fear wha","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseD_smart_close,"nderstand. That"" a subtle gestu","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseD_smart_open,"subtle gesture ""they definitely","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,30,phaseD_smart_close,"n't understand.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,32,rule2_emdash_words,"ed a clear line�deliberate, pu","e�d","e—d"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,32,rule2_emdash_words,"ate, purposeful�leading away f","l�l","l—l"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,34,rule2_emdash_words,", not preserved�gone entirely.","d�g","d—g"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,34,rule1_contraction,"motes in Caelin�s scale drifte","n�s","n’s"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,35,rule6_opening_quote,"�What are you l","�W","“W"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,35,rule5_closing_quote,"ou looking for?� Vex called fr","?� ","?” "
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,36,rule6_opening_quote,"�I don�t know.�","�I","“I"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,36,rule1_contraction,"�I don�t know.� He cr","n�t","n’t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,36,rule5_closing_quote,"�I don�t know.� He crossed to",".� ",".” "
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,36,rule1_contraction," at the outline�s edge. The gl","e�s","e’s"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,36,rule2_emdash_words,"s was warm here�just faintly, ","e�j","e—j"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,37,rule6_opening_quote,"�Thank you,� he","�T","“T"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,37,rule5_closing_quote,"�Thank you,� he said quiet",",� ",",” "
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,38,rule1_contraction,"The glass didn�t answer.","n�t","n’t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,39,rule2_emdash_words," crunched above�not Vex, diffe","e�n","e—n"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,40,rule2_emdash_words," the north side�short, broad, ","e�s","e—s"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,41,phaseD_smart_open,"""That's either t","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,41,phaseD_smart_close," loudest thief,"" Vex called dow","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,41,phaseD_smart_open,"ready in hand, ""or a very confu","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,41,phaseD_smart_close,"onfused tinker.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,43,phaseD_smart_open,"""Aha!"" The dwarf","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,43,phaseD_smart_close,"""Aha!"" The dwarf's vo","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,43,phaseD_smart_open,"nuine delight. ""Knew the readin","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,43,phaseD_smart_close,"ver about this.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,44,rule2_emdash_words,"om his shoulder�a brass contra","r�a","r—a"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,46,rule2_emdash_words," metaphorically�literally shri","y�l","y—l"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,48,rule2_emdash_words,"f exploding ale�though that la","e�t","e—t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,48,phaseD_smart_open,"""Brilliant,"" he ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,48,phaseD_smart_close,"""Brilliant,"" he told the de","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,48,phaseD_smart_open,"Then, to them: ""Thornik Bramble","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,48,phaseD_smart_close,"t dragon-marks.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,49,phaseD_smart_open,"ed-up goggles. ""By my beard."" H","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,49,phaseD_smart_close,". ""By my beard."" His voice drop","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,49,phaseD_smart_open,"ike reverence. ""It recognized m","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,49,phaseD_smart_close,"ognized my kit.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,50,phaseA_debris_stripped,"s align, if the�""","�""",""""
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,50,rule2_emdash_words,"rote about this�well, he wrote","s�w","s—w"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,50,rule2_emdash_words,"ic even for him�but if the res","m�b","m—b"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,50,phaseD_smart_open,"g, magnifying. ""May I? Grandfat","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,50,phaseD_smart_close,"s align, if the""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,51,rule2_emdash_words,"ed between them�not blocking e","m�n","m—n"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,51,phaseD_smart_open,"presence felt. ""Maybe ask befor","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,51,phaseD_smart_close,"oncept, I know.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,52,phaseD_smart_open,"still humming. ""Fair, fair. Wou","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,52,phaseD_smart_close,"feedback loops."" He paused, con","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,52,phaseD_smart_open,", considering. ""Or explosions. ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,52,phaseD_smart_close,"re intentional.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,53,phaseD_smart_open,"""Comforting,"" Ca","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,53,phaseD_smart_close,"""Comforting,"" Caelin said, i","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,54,phaseD_smart_open,"""What brings an ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,54,phaseD_smart_close,"burned village?"" Vex asked, sti","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,55,rule2_emdash_words,"mething heavier�old grief wear","r�o","r—o"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,55,phaseD_smart_open,"""Same thing that","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,55,phaseD_smart_close,"him, I'd wager."" Thornik's enth","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,55,phaseD_smart_open,"g new clothes. ""The dreams. My ","""","“"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,55,phaseD_smart_close,"one and regret.""","""","”"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,56,rule2_emdash_words,"hree nights ago�the exact nigh","o�t","o—t"
data/acts/dragons-last-breath/chapter-2-gathering-shadows/act-1.txt,56,rule2_emdash_words," night she died�every piece of","d�e","d—e"
